OrderID,OrderDate,CustomerID,Region,Category,Product,Quantity,Price,Cost,Revenue,Profit,Returned
20,2025-01-17 11:20:47.314623,1474,East,Clothing,Jeans,4,23697.28,18527.67,94789.12,20678.44,No
21,2025-10-15 11:20:47.314623,2082,South,Sports,Racket,1,2894.87,1780.41,2894.87,1114.46,No
22,2024-07-07 11:20:47.314623,3558,West,Sports,Dumbbell,3,18016.11,11212.64,54048.33,20410.41,Yes
23,2026-02-01 11:20:47.314623,3047,East,Clothing,Shirt,3,32187.26,27438.0,96561.78,14247.78,No
24,2025-09-24 11:20:47.314623,3747,West,Beauty,Perfume,2,32383.1,17947.22,64766.2,28871.76,No
25,2025-01-08 11:20:47.314623,1975,West,Home,Mixer,3,9920.65,7995.43,29761.95,5775.66,No
26,2024-08-01 11:20:47.314623,2806,West,Electronics,Headphones,1,12799.66,8377.19,12799.66,4422.47,No
27,2025-12-05 11:20:47.314623,1189,North,Sports,Football,1,24437.57,20947.99,24437.57,3489.58,No
28,2025-09-04 11:20:47.314623,3734,West,Clothing,T-shirt,2,36484.8,24668.75,72969.6,23632.1,No
29,2024-07-15 11:20:47.314623,4005,East,Beauty,Facewash,2,42669.35,28315.77,85338.7,28707.16,No
30,2024-04-01 11:20:47.314623,5658,East,Home,Chair,1,4506.95,3028.43,4506.95,1478.52,No
31,2025-11-25 11:20:47.314623,2899,North,Beauty,Perfume,2,46295.87,38660.58,92591.74,15270.58,No
32,2024-03-21 11:20:47.314623,2267,South,Home,Sofa,3,46401.04,23395.59,139203.12,69016.35,Yes
33,2025-02-10 11:20:47.314623,2528,East,Electronics,Laptop,1,595.1,465.34,595.1,129.76,No
34,2025-06-05 11:20:47.314623,4202,North,Electronics,Tablet,2,25419.2,14796.42,50838.4,21245.56,No
35,2024-06-04 11:20:47.314623,4556,South,Clothing,Jeans,1,29439.78,25107.72,29439.78,4332.06,No
36,2025-06-12 11:20:47.314623,4890,West,Clothing,Shirt,3,27774.93,18064.0,83324.79,29132.79,No
37,2025-09-07 11:20:47.314623,1646,South,Home,Table,2,30865.43,19617.52,61730.86,22495.82,No
38,2024-12-21 11:20:47.314623,3888,West,Home,Table,1,25266.89,19835.77,25266.89,5431.12,No
39,2025-06-13 11:20:47.314623,3435,North,Home,Table,3,14831.58,11701.81,44494.74,9389.31,Yes
40,2024-03-23 11:20:47.314623,1600,North,Home,Cookware,2,4966.08,3741.86,9932.16,2448.44,No
41,2025-05-01 11:20:47.314623,3363,East,Electronics,Mobile,1,10577.29,6684.04,10577.29,3893.25,No
42,2024-10-22 11:20:47.314623,3061,North,Clothing,Shirt,3,37064.7,27581.37,111194.1,28449.99,Yes
43,2025-09-06 11:20:47.314623,1241,West,Clothing,T-shirt,3,12204.96,6367.41,36614.88,17512.65,No
44,2026-02-07 11:20:47.314623,3041,North,Sports,Dumbbell,3,41519.57,36623.25,124558.71,14688.96,No
45,2025-03-06 11:20:47.314623,3824,West,Clothing,Shoes,4,20293.72,13821.74,81174.88,25887.92,No
46,2025-05-13 11:20:47.314623,3612,West,Clothing,Jacket,3,20840.9,12958.69,62522.7,23646.63,No
47,2024-03-25 11:20:47.314623,2363,West,Beauty,Facewash,3,43451.24,36686.39,130353.72,20294.55,No
48,2024-12-07 11:20:47.314623,2478,West,Beauty,Perfume,2,10871.58,6845.49,21743.16,8052.18,No
49,2025-02-17 11:20:47.314623,3556,South,Sports,Racket,4,9643.04,8667.83,38572.16,3900.84,No
50,2025-03-01 11:20:47.314623,1775,West,Home,Chair,3,49273.24,38247.85,147819.72,33076.17,Yes
51,2026-01-08 11:20:47.314623,5014,North,Sports,Treadmill,2,27122.1,20608.22,54244.2,13027.76,Yes
52,2025-01-24 11:20:47.314623,1034,West,Sports,Racket,2,9687.93,5432.44,19375.86,8510.98,No
53,2024-09-02 11:20:47.314623,4152,South,Electronics,Mobile,1,8457.08,6291.6,8457.08,2165.48,No
54,2025-05-08 11:20:47.314623,2955,West,Clothing,Shoes,1,43110.92,24230.49,43110.92,18880.43,No
55,2024-12-16 11:20:47.314623,2585,East,Electronics,Tablet,4,30072.33,24462.09,120289.32,22440.96,No
56,2024-05-05 11:20:47.314623,4943,North,Clothing,T-shirt,2,5928.91,3292.69,11857.82,5272.44,No
57,2024-03-29 11:20:47.314623,4073,West,Sports,Bat,3,44368.02,28552.29,133104.06,47447.19,No
58,2025-07-29 11:20:47.314623,2021,West,Clothing,Shirt,3,22306.47,15406.93,66919.41,20698.62,No
59,2024-12-16 11:20:47.314623,4461,North,Home,Chair,2,49469.99,40668.16,98939.98,17603.66,No
60,2025-03-26 11:20:47.314623,3613,East,Home,Sofa,4,14231.66,10717.92,56926.64,14054.96,No
61,2024-07-08 11:20:47.314623,4843,North,Sports,Racket,3,26535.1,21206.51,79605.3,15985.77,No
62,2025-06-03 11:20:47.314623,2500,North,Beauty,Perfume,4,8820.39,5270.97,35281.56,14197.68,No
63,2025-01-24 11:20:47.314623,5798,North,Home,Sofa,2,22097.36,13145.84,44194.72,17903.04,Yes
64,2024-07-18 11:20:47.314623,1161,North,Sports,Bat,4,8991.57,5864.73,35966.28,12507.36,No
65,2025-09-02 11:20:47.314623,5297,North,Electronics,Tablet,1,15500.11,7865.88,15500.11,7634.23,Yes
66,2025-10-12 11:20:47.314623,2981,North,Beauty,Shampoo,4,13639.31,11351.75,54557.24,9150.24,No
67,2026-02-12 11:20:47.314623,1995,South,Home,Mixer,4,14298.08,9264.98,57192.32,20132.4,No
68,2025-02-01 11:20:47.314623,5911,North,Sports,Dumbbell,3,48497.35,25559.14,145492.05,68814.63,Yes
69,2025-07-01 11:20:47.314623,4342,North,Sports,Dumbbell,4,2114.63,1795.08,8458.52,1278.2,No
70,2025-06-01 11:20:47.314623,5551,East,Electronics,Laptop,3,24943.7,22128.32,74831.1,8446.14,No
71,2026-02-12 11:20:47.314623,4798,North,Electronics,Mobile,3,31536.44,23924.61,94609.32,22835.49,Yes
72,2024-12-09 11:20:47.314623,2275,West,Beauty,Shampoo,1,33105.92,21275.03,33105.92,11830.89,No
73,2025-09-20 11:20:47.314623,2016,West,Home,Mixer,3,37776.38,25140.29,113329.14,37908.27,No
74,2025-05-28 11:20:47.314623,1337,East,Sports,Dumbbell,2,38096.08,22951.45,76192.16,30289.26,No
75,2026-02-08 11:20:47.314623,1878,East,Beauty,Perfume,3,47784.05,37487.07,143352.15,30890.94,No
76,2025-01-07 11:20:47.314623,2076,East,Beauty,Cream,2,37832.26,24304.53,75664.52,27055.46,No
77,2024-09-04 11:20:47.314623,5887,East,Electronics,Tablet,3,41219.72,21145.45,123659.16,60222.81,No
78,2026-02-15 11:20:47.314623,4993,South,Sports,Dumbbell,2,26709.31,13847.84,53418.62,25722.94,Yes
79,2024-07-28 11:20:47.314623,5859,West,Clothing,Shirt,1,32952.13,24578.99,32952.13,8373.14,No
80,2025-01-21 11:20:47.314623,1379,South,Electronics,Laptop,4,24010.59,14794.21,96042.36,36865.52,No
81,2025-04-09 11:20:47.314623,1492,North,Sports,Bat,3,13965.57,7924.58,41896.71,18122.97,No
82,2025-10-30 11:20:47.314623,3062,East,Beauty,Perfume,1,15806.48,11395.62,15806.48,4410.86,No
83,2026-01-26 11:20:47.314623,4884,South,Beauty,Shampoo,1,18154.53,11099.22,18154.53,7055.31,No
84,2025-04-08 11:20:47.314623,1064,South,Home,Sofa,3,17164.04,9085.51,51492.12,24235.59,No
85,2025-08-28 11:20:47.314623,3568,West,Clothing,T-shirt,3,26751.42,15447.15,80254.26,33912.81,No
86,2024-09-09 11:20:47.314623,3027,South,Electronics,Camera,2,12532.06,10165.54,25064.12,4733.04,No
87,2025-07-07 11:20:47.314623,3695,North,Home,Sofa,3,25928.78,21801.04,77786.34,12383.22,No
88,2024-03-03 11:20:47.314623,2495,North,Home,Cookware,3,45828.82,38902.21,137486.46,20779.83,No
89,2024-07-08 11:20:47.314623,1391,West,Clothing,Jeans,2,20417.0,14576.37,40834.0,11681.26,No
90,2024-12-01 11:20:47.314623,5514,West,Electronics,Mobile,2,11287.77,9937.53,22575.54,2700.48,No
91,2024-05-06 11:20:47.314623,5474,West,Electronics,Camera,3,17473.42,9796.78,52420.26,23029.92,Yes
92,2025-08-28 11:20:47.314623,4561,West,Beauty,Perfume,3,43868.99,33838.01,131606.97,30092.94,No
93,2025-09-27 11:20:47.314623,3278,South,Electronics,Laptop,3,47096.56,36815.6,141289.68,30842.88,No
94,2024-03-02 11:20:47.314623,4099,North,Home,Table,4,44357.01,23122.16,177428.04,84939.4,No
95,2024-12-04 11:20:47.314623,1200,East,Beauty,Facewash,4,14509.91,8894.27,58039.64,22462.56,No
96,2024-07-07 11:20:47.314623,5875,North,Electronics,Camera,1,19514.71,17165.51,19514.71,2349.2,No
97,2024-03-10 11:20:47.314623,4104,East,Clothing,T-shirt,1,48751.7,39177.43,48751.7,9574.27,No
98,2025-09-22 11:20:47.314623,5598,North,Home,Sofa,3,16327.85,8521.14,48983.55,23420.13,No
99,2024-08-24 11:20:47.314623,3454,West,Sports,Dumbbell,2,7065.42,5061.08,14130.84,4008.68,No
100,2024-10-26 11:20:47.314623,4645,East,Clothing,Shoes,3,14248.29,10820.85,42744.87,10282.32,No
101,2025-11-17 11:20:47.314623,1804,North,Clothing,Jeans,3,48206.08,42866.45,144618.24,16018.89,No
102,2025-01-23 11:20:47.314623,3731,West,Electronics,Headphones,1,20910.6,16447.73,20910.6,4462.87,No
103,2025-05-01 11:20:47.314623,3773,North,Beauty,Cream,3,46707.32,35285.59,140121.96,34265.19,No
104,2024-03-06 11:20:47.314623,2570,East,Beauty,Lipstick,3,5383.29,4647.99,16149.87,2205.9,Yes
105,2025-07-29 11:20:47.314623,3690,East,Home,Table,1,38349.57,29313.45,38349.57,9036.12,No
106,2025-11-15 11:20:47.314623,4840,West,Electronics,Tablet,1,4848.5,4232.01,4848.5,616.49,No
107,2024-03-10 11:20:47.314623,2028,East,Beauty,Facewash,2,10035.29,6995.71,20070.58,6079.16,No
108,2024-03-28 11:20:47.314623,1502,West,Sports,Football,2,30881.89,24317.2,61763.78,13129.38,Yes
109,2024-03-20 11:20:47.314623,5493,South,Electronics,Laptop,2,21837.01,16436.76,43674.02,10800.5,No
110,2025-02-18 11:20:47.314623,1870,North,Electronics,Camera,4,33400.38,24082.02,133601.52,37273.44,No
111,2026-02-16 11:20:47.314623,5488,North,Beauty,Perfume,4,48675.63,30648.02,194702.52,72110.44,No
112,2025-12-17 11:20:47.314623,1206,West,Clothing,T-shirt,3,2825.14,2433.89,8475.42,1173.75,No
113,2024-11-04 11:20:47.314623,2484,South,Electronics,Laptop,2,9743.01,5923.92,19486.02,7638.18,Yes
114,2024-08-21 11:20:47.314623,1863,North,Clothing,T-shirt,1,32083.15,18087.06,32083.15,13996.09,No
115,2024-09-09 11:20:47.314623,3790,East,Home,Cookware,2,44847.02,35196.84,89694.04,19300.36,No
116,2025-09-20 11:20:47.314623,1563,West,Home,Cookware,3,39922.87,28689.42,119768.61,33700.35,No
117,2024-10-22 11:20:47.314623,5191,East,Beauty,Lipstick,4,23386.01,14151.91,93544.04,36936.4,No
118,2024-04-18 11:20:47.314623,2757,South,Home,Chair,4,37324.64,31655.89,149298.56,22675.0,No
119,2025-09-22 11:20:47.314623,2678,West,Beauty,Facewash,3,10563.26,6490.94,31689.78,12216.96,No
120,2025-10-31 11:20:47.314623,4242,North,Beauty,Shampoo,2,883.78,464.44,1767.56,838.68,No
121,2025-01-25 11:20:47.314623,5636,West,Clothing,T-shirt,3,28586.83,14469.13,85760.49,42353.1,Yes
122,2024-04-02 11:20:47.314623,2059,North,Clothing,Jeans,3,40699.58,35373.71,122098.74,15977.61,No
123,2024-08-02 11:20:47.314623,2722,South,Home,Table,4,21785.49,14397.4,87141.96,29552.36,No
124,2026-01-04 11:20:47.314623,4314,East,Clothing,Jeans,4,28548.59,16712.22,114194.36,47345.48,No
125,2025-07-17 11:20:47.314623,4157,West,Electronics,Mobile,4,21224.62,15426.91,84898.48,23190.84,No
126,2026-01-19 11:20:47.314623,3625,East,Sports,Football,3,25799.09,17934.35,77397.27,23594.22,No
127,2024-12-27 11:20:47.314623,3729,North,Electronics,Headphones,2,44240.44,39813.61,88480.88,8853.66,No
128,2024-07-01 11:20:47.314623,2597,West,Electronics,Laptop,3,24011.38,20539.38,72034.14,10416.0,Yes
129,2026-02-16 11:20:47.314623,4060,East,Beauty,Facewash,2,572.28,348.2,1144.56,448.16,No
130,2024-10-13 11:20:47.314623,3693,West,Sports,Football,2,40032.46,31188.64,80064.92,17687.64,No
131,2024-06-20 11:20:47.314623,5891,North,Beauty,Lipstick,3,30962.32,20276.29,92886.96,32058.09,Yes
132,2025-07-17 11:20:47.314623,4627,East,Clothing,T-shirt,2,36573.59,23618.31,73147.18,25910.56,No
133,2025-09-07 11:20:47.314623,2363,East,Clothing,Jacket,2,45074.14,29155.89,90148.28,31836.5,No
134,2025-04-07 11:20:47.314623,2981,North,Sports,Dumbbell,3,14453.47,10922.52,43360.41,10592.85,Yes
135,2025-08-01 11:20:47.314623,2663,North,Home,Mixer,4,25252.88,18060.7,101011.52,28768.72,No
136,2024-06-05 11:20:47.314623,2529,West,Clothing,Shirt,3,30203.68,24223.95,90611.04,17939.19,No
137,2026-02-16 11:20:47.314623,3038,East,Electronics,Tablet,4,17400.48,9765.05,69601.92,30541.72,Yes
138,2024-05-30 11:20:47.314623,4302,North,Sports,Football,2,42334.14,28371.11,84668.28,27926.06,No
139,2024-05-08 11:20:47.314623,3237,East,Sports,Treadmill,4,34938.8,29492.86,139755.2,21783.76,No
140,2025-10-23 11:20:47.314623,2306,North,Clothing,T-shirt,4,36723.7,18408.33,146894.8,73261.48,No
141,2025-02-07 11:20:47.314623,5029,West,Clothing,Jacket,1,40438.76,30304.68,40438.76,10134.08,Yes
142,2025-02-03 11:20:47.314623,3675,South,Beauty,Shampoo,1,13052.59,10628.66,13052.59,2423.93,Yes
143,2024-09-13 11:20:47.314623,2282,North,Beauty,Cream,4,37332.96,24398.65,149331.84,51737.24,No
144,2024-11-27 11:20:47.314623,1709,East,Electronics,Laptop,1,38735.58,33058.74,38735.58,5676.84,No
145,2025-11-24 11:20:47.314623,5744,West,Sports,Treadmill,4,42151.15,33479.68,168604.6,34685.88,No
146,2024-12-07 11:20:47.314623,5413,East,Home,Cookware,1,24529.18,18210.94,24529.18,6318.24,No
147,2025-02-01 11:20:47.314623,4748,East,Home,Mixer,2,25308.64,14662.03,50617.28,21293.22,No
148,2025-01-09 11:20:47.314623,5779,South,Sports,Bat,3,5089.28,3908.78,15267.84,3541.5,No
149,2025-03-03 11:20:47.314623,1663,East,Electronics,Laptop,1,42635.62,35537.08,42635.62,7098.54,No
150,2025-01-19 11:20:47.314623,2998,North,Beauty,Lipstick,3,26767.71,21199.05,80303.13,16705.98,No
151,2025-12-26 11:20:47.314623,4445,North,Beauty,Perfume,1,29802.85,21754.37,29802.85,8048.48,No
152,2024-03-26 11:20:47.314623,4743,East,Beauty,Cream,4,6247.74,4909.67,24990.96,5352.28,No
153,2024-10-08 11:20:47.314623,2495,North,Home,Table,1,30170.76,26874.77,30170.76,3295.99,No
154,2025-06-19 11:20:47.314623,4304,East,Home,Sofa,1,2291.02,1155.41,2291.02,1135.61,No
155,2026-02-12 11:20:47.314623,4763,South,Electronics,Laptop,3,46175.8,35350.87,138527.4,32474.79,No
156,2024-05-29 11:20:47.314623,2853,East,Home,Sofa,3,43204.17,35306.32,129612.51,23693.55,No
157,2024-06-24 11:20:47.314623,5659,West,Clothing,T-shirt,1,9877.01,7462.64,9877.01,2414.37,Yes
158,2026-02-19 11:20:47.314623,2291,South,Home,Cookware,3,29771.27,18137.75,89313.81,34900.56,No
159,2025-05-26 11:20:47.314623,4581,West,Beauty,Perfume,1,30214.42,25050.87,30214.42,5163.55,No
160,2026-02-16 11:20:47.314623,4457,East,Electronics,Mobile,4,40210.93,34795.31,160843.72,21662.48,No
161,2025-02-06 11:20:47.314623,2636,West,Sports,Dumbbell,4,37894.63,29307.78,151578.52,34347.4,Yes
162,2024-11-07 11:20:47.314623,4696,South,Sports,Football,2,49663.51,34983.46,99327.02,29360.1,No
163,2024-12-15 11:20:47.314623,3999,West,Electronics,Tablet,3,17671.87,11425.36,53015.61,18739.53,No
164,2025-04-30 11:20:47.314623,4152,South,Clothing,Shoes,1,6406.7,4049.18,6406.7,2357.52,No
165,2025-07-03 11:20:47.314623,1698,West,Sports,Dumbbell,4,28758.89,22699.13,115035.56,24239.04,No
166,2025-12-28 11:20:47.314623,3160,West,Beauty,Cream,2,38246.79,28411.6,76493.58,19670.38,Yes
167,2024-10-10 11:20:47.314623,5097,West,Sports,Racket,2,14432.51,8121.75,28865.02,12621.52,Yes
168,2024-03-18 11:20:47.314623,5737,West,Sports,Dumbbell,1,11963.08,6656.72,11963.08,5306.36,No
169,2024-06-04 11:20:47.314623,1854,South,Beauty,Facewash,2,40162.24,21223.32,80324.48,37877.84,Yes
170,2025-06-19 11:20:47.314623,4474,West,Home,Mixer,2,37735.37,29184.72,75470.74,17101.3,Yes
171,2024-07-03 11:20:47.314623,2707,North,Clothing,Jeans,1,10328.92,6463.28,10328.92,3865.64,No
172,2025-01-24 11:20:47.314623,3777,North,Beauty,Cream,2,43489.68,22096.98,86979.36,42785.4,No
173,2025-09-20 11:20:47.314623,2733,North,Beauty,Lipstick,2,6909.52,4388.08,13819.04,5042.88,No
174,2024-11-11 11:20:47.314623,5931,West,Electronics,Headphones,1,5640.14,4697.37,5640.14,942.77,No
175,2025-09-18 11:20:47.314623,4510,South,Clothing,T-shirt,1,17685.14,10594.55,17685.14,7090.59,No
176,2025-11-15 11:20:47.314623,1202,North,Home,Cookware,4,44349.32,33413.65,177397.28,43742.68,No
177,2024-04-19 11:20:47.314623,4255,North,Beauty,Perfume,2,34832.92,23542.47,69665.84,22580.9,No
178,2025-04-19 11:20:47.314623,5218,West,Home,Mixer,4,19856.99,14288.26,79427.96,22274.92,No
179,2026-01-23 11:20:47.314623,5496,North,Beauty,Cream,4,8031.1,5929.43,32124.4,8406.68,Yes
180,2025-08-20 11:20:47.314623,1766,West,Beauty,Lipstick,3,35731.13,24365.93,107193.39,34095.6,No
181,2025-04-30 11:20:47.314623,5389,North,Electronics,Camera,1,30037.53,15713.9,30037.53,14323.63,No
182,2024-11-14 11:20:47.314623,3327,East,Sports,Dumbbell,3,49386.61,35907.93,148159.83,40436.04,No
183,2024-06-14 11:20:47.314623,3931,South,Clothing,Shoes,1,38324.86,25256.46,38324.86,13068.4,No
184,2025-11-18 11:20:47.314623,1197,West,Electronics,Headphones,3,5285.77,3065.49,15857.31,6660.84,No
185,2024-05-29 11:20:47.314623,2930,West,Home,Chair,1,36465.11,31309.06,36465.11,5156.05,Yes
186,2025-03-08 11:20:47.314623,4582,East,Beauty,Shampoo,2,13020.86,10344.12,26041.72,5353.48,No
187,2024-08-18 11:20:47.314623,1608,South,Beauty,Perfume,2,48102.41,29516.95,96204.82,37170.92,Yes
188,2025-06-03 11:20:47.314623,4272,West,Clothing,Shirt,4,1159.83,829.95,4639.32,1319.52,No
189,2026-01-24 11:20:47.314623,2147,West,Electronics,Mobile,3,12069.86,10684.79,36209.58,4155.21,No
190,2025-09-25 11:20:47.314623,5282,East,Electronics,Laptop,4,25050.12,14984.6,100200.48,40262.08,No
191,2024-08-20 11:20:47.314623,4397,North,Home,Chair,3,4137.61,3636.77,12412.83,1502.52,Yes
192,2025-12-15 11:20:47.314623,3511,North,Electronics,Headphones,1,17334.33,13405.41,17334.33,3928.92,No
193,2025-05-18 11:20:47.314623,2794,West,Electronics,Camera,1,24962.3,17881.36,24962.3,7080.94,No
194,2024-05-01 11:20:47.314623,1659,East,Sports,Football,3,22457.28,20060.71,67371.84,7189.71,No
195,2025-05-01 11:20:47.314623,3811,East,Clothing,Jacket,3,23137.14,14657.0,69411.42,25440.42,No
196,2025-11-23 11:20:47.314623,2369,West,Electronics,Tablet,2,43975.35,26881.8,87950.7,34187.1,Yes
197,2026-02-07 11:20:47.314623,2986,North,Home,Chair,3,25363.49,16127.05,76090.47,27709.32,No
198,2025-05-02 11:20:47.314623,1146,West,Beauty,Lipstick,2,47064.13,37667.46,94128.26,18793.34,Yes
199,2025-09-26 11:20:47.314623,4219,North,Electronics,Camera,3,7557.04,4797.23,22671.12,8279.43,No
200,2025-01-09 11:20:47.314623,3911,East,Electronics,Headphones,2,14156.75,7660.29,28313.5,12992.92,No
201,2024-10-05 11:20:47.314623,2734,South,Beauty,Lipstick,4,32894.49,24924.97,131577.96,31878.08,No
202,2025-12-11 11:20:47.314623,2843,East,Sports,Football,2,14299.5,8425.17,28599.0,11748.66,No
203,2025-12-18 11:20:47.314623,1488,East,Clothing,Jeans,4,17494.35,8776.31,69977.4,34872.16,No
204,2025-05-04 11:20:47.314623,3976,West,Sports,Bat,2,45071.2,26126.11,90142.4,37890.18,No
205,2024-03-07 11:20:47.314623,2959,East,Home,Mixer,1,27020.25,22363.53,27020.25,4656.72,No
206,2025-02-14 11:20:47.314623,3385,East,Electronics,Tablet,2,16866.11,14776.39,33732.22,4179.44,No
207,2024-08-08 11:20:47.314623,3919,West,Sports,Bat,3,38880.25,29734.88,116640.75,27436.11,No
208,2024-12-13 11:20:47.314623,5736,East,Clothing,Shirt,4,3719.1,2321.45,14876.4,5590.6,No
209,2025-12-24 11:20:47.314623,2802,West,Home,Cookware,3,28270.4,19071.18,84811.2,27597.66,No
210,2024-06-25 11:20:47.314623,5061,North,Sports,Racket,3,5163.55,2983.6,15490.65,6539.85,No
211,2025-02-10 11:20:47.314623,4369,East,Electronics,Headphones,1,9007.17,7676.91,9007.17,1330.26,Yes
212,2025-08-24 11:20:47.314623,1262,North,Clothing,Shoes,2,3309.78,2536.06,6619.56,1547.44,No
213,2025-11-21 11:20:47.314623,1623,North,Electronics,Headphones,1,45103.81,24074.84,45103.81,21028.97,No
214,2024-10-31 11:20:47.314623,2016,East,Electronics,Headphones,2,2600.58,1681.99,5201.16,1837.18,Yes
215,2025-01-05 11:20:47.314623,4643,East,Home,Cookware,3,25917.54,18536.46,77752.62,22143.24,No
216,2024-12-07 11:20:47.314623,5976,East,Clothing,Shoes,2,11403.87,9338.99,22807.74,4129.76,No
217,2024-08-26 11:20:47.314623,3049,South,Beauty,Facewash,1,19302.71,16758.65,19302.71,2544.06,No
218,2024-05-24 11:20:47.314623,4723,South,Electronics,Tablet,4,24784.08,13707.32,99136.32,44307.04,No
219,2025-11-04 11:20:47.314623,5548,West,Clothing,Shirt,1,22613.0,18855.22,22613.0,3757.78,Yes
220,2026-02-22 11:20:47.314623,4108,North,Electronics,Headphones,1,37454.74,19712.94,37454.74,17741.8,No
221,2024-05-05 11:20:47.314623,5090,East,Sports,Bat,1,45611.79,27193.58,45611.79,18418.21,Yes
222,2025-09-24 11:20:47.314623,3056,North,Sports,Dumbbell,4,15153.56,7704.14,60614.24,29797.68,No
223,2024-11-01 11:20:47.314623,4170,East,Clothing,Jeans,3,1422.12,747.37,4266.36,2024.25,Yes
224,2024-10-02 11:20:47.314623,2682,East,Home,Cookware,1,44718.48,22939.15,44718.48,21779.33,No
225,2024-03-02 11:20:47.314623,3255,West,Beauty,Lipstick,1,48943.45,27330.18,48943.45,21613.27,Yes
226,2026-01-11 11:20:47.314623,2154,East,Sports,Dumbbell,1,21780.89,18527.07,21780.89,3253.82,No
227,2024-11-04 11:20:47.314623,5499,North,Home,Chair,4,22898.29,14048.8,91593.16,35397.96,No
228,2024-03-16 11:20:47.314623,4191,South,Beauty,Lipstick,4,7378.97,5105.41,29515.88,9094.24,No
229,2025-01-25 11:20:47.314623,2696,North,Sports,Dumbbell,4,23881.07,16593.68,95524.28,29149.56,No
230,2025-07-12 11:20:47.314623,4991,North,Beauty,Perfume,3,15306.79,13747.11,45920.37,4679.04,No
231,2025-01-19 11:20:47.314623,5723,South,Electronics,Laptop,2,49720.13,32112.7,99440.26,35214.86,No
232,2024-05-31 11:20:47.314623,5682,West,Clothing,T-shirt,3,9405.43,5700.06,28216.29,11116.11,No
233,2024-10-12 11:20:47.314623,2648,East,Sports,Bat,3,19053.62,16868.13,57160.86,6556.47,Yes
234,2026-01-21 11:20:47.314623,2445,North,Sports,Football,3,30901.8,22774.94,92705.4,24380.58,No
235,2025-01-13 11:20:47.314623,5199,West,Electronics,Laptop,2,17387.15,10706.88,34774.3,13360.54,No
236,2024-03-12 11:20:47.314623,4923,East,Sports,Racket,1,23826.29,14653.03,23826.29,9173.26,No
237,2025-11-20 11:20:47.314623,1253,East,Sports,Football,4,48679.48,26021.38,194717.92,90632.4,No
238,2025-03-17 11:20:47.314623,4183,West,Sports,Treadmill,3,25501.95,18431.47,76505.85,21211.44,No
239,2024-08-09 11:20:47.314623,3557,West,Sports,Racket,4,45533.96,35947.93,182135.84,38344.12,No
240,2024-06-08 11:20:47.314623,1098,South,Sports,Racket,4,2345.53,1618.15,9382.12,2909.52,No
241,2024-08-08 11:20:47.314623,3200,North,Home,Table,4,6166.95,5265.19,24667.8,3607.04,No
242,2025-05-14 11:20:47.314623,3961,South,Sports,Football,1,47236.68,32762.7,47236.68,14473.98,No
243,2025-09-29 11:20:47.314623,5973,North,Electronics,Mobile,4,6610.81,4221.29,26443.24,9558.08,No
244,2025-12-23 11:20:47.314623,5433,South,Sports,Bat,4,36880.25,22139.7,147521.0,58962.2,No
245,2025-02-03 11:20:47.314623,4777,East,Beauty,Shampoo,1,22410.98,13386.47,22410.98,9024.51,Yes
